name,year,selling_price,km_driven,fuel,seller_type,transmission,owner,mileage,engine,max_power,seats,predicted_price
Ford Fiesta Classic 1.6 Duratec LXI,2012,256000,90000,Petrol,Individual,Manual,Second Owner,15.3,1596,99.6,5,-3251151462.5003943
Renault KWID 1.0 RXT Optional,2018,409999,35000,Petrol,Individual,Manual,First Owner,23.01,999,67.0,5,-994370882.0017556
Toyota Fortuner 4x4 MT,2015,1888000,120000,Diesel,Individual,Manual,Second Owner,12.55,2982,168.5,7,-4370860993.3780775
Hyundai Santro Xing GLS LPG,2011,250000,100000,LPG,Individual,Manual,Second Owner,13.45,1086,62.1,5,-3729523074.256354
Honda Civic 1.8 V AT,2009,280000,40000,Petrol,Individual,Automatic,Third Owner,12.9,1799,130.0,5,-1116086588.6883168
Mahindra Xylo D2,2010,300000,100000,Diesel,Individual,Manual,First Owner,13.0,2489,95.0,8,-3593358795.4234686
Tata Safari Storme LX,2016,900000,120000,Diesel,Individual,Manual,First Owner,14.1,2179,147.94,5,-4449278467.063298
Maruti Zen Estilo VXI BSIV,2014,190000,60000,Petrol,Individual,Manual,First Owner,19.0,998,67.1,5,-2049155944.28698
Mahindra Bolero Power Plus Plus AC BSIV PS,2019,800000,2000,Diesel,Individual,Manual,First Owner,15.96,2523,63.0,9,535269650.5255212
Mahindra Scorpio EX,2012,450000,100000,Diesel,Individual,Manual,First Owner,14.0,2523,75.0,8,-3595454624.5918846
Mahindra Xylo D2 BS III,2015,400000,110000,Diesel,Individual,Manual,First Owner,14.95,2489,93.7,7,-4014611992.0887723
Tata Indigo CR4,2011,200000,84321,Diesel,Individual,Manual,First Owner,23.57,1396,70.0,5,-3038823225.660875
Mahindra XUV500 W8 AWD,2013,600000,177000,Diesel,Individual,Manual,First Owner,15.1,2179,140.0,7,-6856094059.29321
Tata Indica Vista Aqua 1.3 Quadrajet,2010,175000,60000,Diesel,Individual,Manual,First Owner,18.0,1248,75.0,5,-2024927211.2717564
Tata Indigo CS LE (TDI) BS-III,2008,99000,205000,Diesel,Individual,Manual,Second Owner,19.09,1396,69.0,5,-8128657515.934166
Hyundai i10 Asta,2008,215000,70000,Petrol,Individual,Manual,Second Owner,20.36,1197,78.9,5,-2450798877.0725117
Renault Duster 110PS Diesel RxL,2013,520000,126000,Diesel,Individual,Manual,Second Owner,19.01,1461,108.45,5,-4779359950.695767
Ford Endeavour 3.2 Titanium AT 4X4,2016,2280000,120000,Diesel,Individual,Automatic,Second Owner,10.91,3198,197.0,7,-4343104610.823058
Tata Indica Vista TDI LS,2015,285000,70000,Diesel,Individual,Manual,First Owner,19.1,1405,70.0,5,-2432920847.2035193
Mahindra TUV 300 T4 Plus,2017,660000,82000,Diesel,Individual,Manual,First Owner,18.49,1493,100.0,7,-2922510167.526221
Maruti 800 Std,2004,31504,110000,Petrol,Individual,Manual,Third Owner,16.1,796,37.0,4,-4185933029.464167
Maruti Swift Dzire VXI,2015,515000,45000,Petrol,Individual,Manual,Second Owner,20.85,1197,83.14,5,-1394058824.917702
Nissan Sunny Diesel XL,2012,295000,70000,Diesel,Individual,Manual,Second Owner,21.64,1461,84.8,5,-2424556328.874669
Nissan Terrano XL 85 PS,2015,700000,80000,Diesel,Individual,Manual,Second Owner,20.45,1461,83.8,5,-2845900692.6080213
Mahindra Scorpio Intelli Hybrid S6 Plus,2017,1100000,45000,Diesel,Individual,Manual,First Owner,15.4,2179,120.0,7,-1294020728.7012954
Hyundai EON 1.0 Era Plus,2017,300000,60000,Petrol,Individual,Manual,First Owner,20.3,998,68.05,5,-2048451072.2494652
Maruti Swift VXI,2013,450000,41800,Petrol,Individual,Manual,First Owner,18.6,1197,85.8,5,-1258555650.748302
Maruti Swift Dzire VDI,2017,700000,50000,Diesel,Individual,Manual,Second Owner,28.4,1248,74.02,5,-1603059726.5572844
Ford Figo Diesel ZXI,2012,250000,40000,Diesel,Individual,Manual,First Owner,20.0,1399,68.0,5,-1169458824.6358054
Maruti Wagon R LXI Minor,2009,140000,96000,Petrol,Individual,Manual,Second Owner,18.9,1061,67.0,5,-3562601843.310798
Mahindra Xylo D4 BSIII,2012,250000,117000,Diesel,Individual,Manual,First Owner,14.0,2498,112.0,8,-4304544817.837905
Hyundai i10 Era,2011,210000,110000,Petrol,Individual,Manual,Second Owner,19.81,1086,68.05,5,-4150170489.5399127
Honda Amaze S i-Dtech,2014,420000,100000,Diesel,Individual,Manual,Second Owner,25.8,1498,98.6,5,-3682592145.7235475
Maruti Alto LXi,2007,130000,88700,Petrol,Individual,Manual,Third Owner,19.7,796,46.3,5,-3284929150.148683
Nissan Sunny XL,2012,320000,70000,Petrol,Individual,Manual,Second Owner,16.95,1498,97.7,5,-2417261676.093327
Maruti Wagon R LX BSIII,2010,200000,110000,Petrol,Individual,Manual,Second Owner,17.3,1061,64.0,5,-4153520964.1962285
Maruti Alto 800 LXI,2016,310000,15000,Petrol,Individual,Manual,First Owner,22.74,796,47.3,5,-175100935.5082308
Mahindra Verito 1.5 D4 BSIII,2012,200000,80000,Diesel,Individual,Manual,Second Owner,20.8,1461,65.0,5,-2851630433.9044433
Maruti Ritz VXi,2014,350000,50000,Petrol,Individual,Manual,First Owner,18.5,1197,85.8,5,-1604179694.4111516
Hyundai EON Sportz,2018,444000,15000,Petrol,Individual,Manual,First Owner,21.1,814,55.2,5,-170791851.20181757
Datsun RediGO T,2017,300000,25000,Petrol,Individual,Manual,First Owner,22.7,799,53.64,5,-594634285.5461942
Mahindra Verito 1.5 D4 BSIII,2011,225000,57000,Diesel,Individual,Manual,Second Owner,21.0,1461,64.1,5,-1882101627.8565426
Mahindra Bolero 2011-2019 ZLX,2012,600000,75000,Diesel,Individual,Manual,First Owner,15.96,2523,62.1,7,-2544756666.7444644
Maruti Eeco 5 Seater AC BSIV,2013,260000,26000,Petrol,Individual,Manual,First Owner,15.37,1196,73.0,5,-595538619.3568705
Hyundai Xcent 1.1 CRDi S Option,2015,375000,160000,Diesel,Individual,Manual,First Owner,24.4,1120,71.01,5,-6254569268.894418
Maruti Eeco 5 Seater AC BSIV,2013,260000,26000,Petrol,Individual,Manual,First Owner,15.37,1196,73.0,5,-595538619.3568705
Maruti Alto LXi BSIII,2010,150000,120000,Petrol,Individual,Manual,Second Owner,19.7,796,46.3,5,-4604385743.232632
Maruti Alto LXi,2014,110000,50000,Petrol,Individual,Manual,Second Owner,19.7,796,46.3,5,-1651537680.8829932
Maruti Alto LX,2012,225000,40000,Petrol,Individual,Manual,First Owner,19.7,796,46.3,5,-1230179268.2263327
Honda City i VTEC V,2017,860000,28000,Petrol,Individual,Manual,First Owner,17.8,1497,117.3,5,-639872308.2129837
Maruti Swift Dzire LDI,2018,650000,50000,Diesel,Individual,Manual,First Owner,28.4,1248,74.02,5,-1602874216.904339
Maruti Ertiga ZDI,2014,650000,90000,Diesel,Individual,Manual,First Owner,20.77,1248,88.8,7,-3285979166.5516925
Hyundai Verna 1.4 CRDi,2016,710000,40000,Diesel,Individual,Manual,First Owner,24.8,1396,88.7,5,-1163738385.1108177
Ford Figo 1.5D Base MT,2017,430000,113000,Diesel,Individual,Manual,First Owner,25.83,1498,99.0,5,-4230177023.239176
Maruti Swift Vdi BSIII,2011,305000,188000,Diesel,Individual,Manual,Second Owner,17.8,1248,75.0,5,-7422861268.952469
Ford Figo Diesel Titanium,2011,220000,100000,Diesel,Individual,Manual,First Owner,20.0,1399,68.0,5,-3700020926.064057
Mahindra TUV 300 mHAWK100 T8,2017,660000,67000,Diesel,Individual,Manual,Second Owner,18.49,1493,100.0,7,-2289916019.582394
Chevrolet Beat Diesel LT Option,2011,140000,70000,Diesel,Individual,Manual,Fourth & Above Owner,25.44,936,57.6,5,-2480228947.5072727
Toyota Corolla Altis JS MT,2015,1100000,50000,Petrol,Individual,Manual,First Owner,14.28,1798,138.03,5,-1534715479.897089
Jaguar XF 2.2 Litre Luxury,2013,2450000,60000,Diesel,Individual,Automatic,First Owner,16.36,2179,187.7,5,-1908775055.5567026
Volkswagen Ameo 1.5 TDI Comfortline AT,2017,625000,34000,Diesel,Individual,Automatic,First Owner,22.0,1498,108.495,5,-895588283.4395002
Honda City 1.5 GXI,2004,198000,110000,Petrol,Individual,Manual,Third Owner,12.8,1493,100.0,5,-4105132630.0163918
Honda City Corporate Edition,2012,540000,100000,Petrol,Individual,Manual,Second Owner,16.8,1497,116.3,5,-3677439531.03536
Hyundai Grand i10 1.2 Kappa Sportz AT,2017,550000,10000,Petrol,Individual,Automatic,First Owner,18.9,1197,81.86,5,82182359.77662565
Maruti Celerio ZXI Optional,2018,475000,30000,Petrol,Individual,Manual,First Owner,21.63,998,67.04,5,-783467701.6882523
Audi Q3 2.0 TDI Quattro Premium Plus,2017,2825000,22000,Diesel,Dealer,Automatic,First Owner,15.73,1968,174.33,5,-328243622.4734347
Honda Civic ZX Diesel BSIV,2020,2125000,5500,Diesel,Dealer,Manual,First Owner,26.8,1597,118.0,5,318084156.8525341
BMW X1 sDrive20d M Sport,2018,3350000,18000,Diesel,Dealer,Automatic,First Owner,19.62,1998,190.0,5,-152686394.2303777
Toyota Innova Crysta 2.8 GX AT 8S BSIV,2018,1800000,20000,Diesel,Dealer,Automatic,First Owner,11.36,2755,171.5,8,-172792121.5832588
Hyundai Santro Asta BSIV,2018,540000,7000,Petrol,Dealer,Manual,First Owner,20.3,1086,68.0,5,194885502.19873238
Force Gurkha Hard Top BS3 4WD,2018,910000,20000,Diesel,Dealer,Manual,First Owner,17.0,2596,80.8,5,-212326502.72369817
Maruti Celerio VXI,2019,484999,4875,Petrol,Dealer,Manual,First Owner,21.63,998,67.04,5,276313005.77060246
Hyundai Creta 1.6 CRDi AT SX Plus,2020,1950000,2700,Diesel,Dealer,Automatic,First Owner,17.01,1582,126.2,5,437888344.85806125
Ford Figo 1.5D Titanium MT,2015,365000,105000,Diesel,Dealer,Manual,First Owner,25.83,1498,99.0,5,-3893164496.975026
Mahindra Thar CRDe ABS,2018,900000,26235,Diesel,Dealer,Manual,First Owner,16.55,2498,105.0,6,-477595077.37879807
Tata Nexon 1.5 Revotorq XZ Plus,2017,919999,26766,Diesel,Dealer,Manual,First Owner,21.5,1497,108.5,5,-590555834.9560157
MG Hector Sharp DCT Dualtone,2020,1900000,1600,Petrol,Dealer,Automatic,First Owner,13.96,1451,141.0,5,476681949.22669077
Mercedes-Benz New C-Class C 220 CDI Elegance MT,2018,2950000,46000,Diesel,Dealer,Manual,First Owner,15.8,2148,170.0,5,-1325038240.9608397
Mahindra Marazzo M2 BSIV,2019,1075000,23000,Diesel,Dealer,Manual,First Owner,17.3,1497,121.0,7,-427724766.6712799
Maruti Swift VXI Optional,2017,600000,24522,Petrol,Dealer,Manual,First Owner,20.4,1197,81.8,5,-530398249.12358123
BMW 3 Series 320d,2017,3200000,13663,Diesel,Dealer,Automatic,First Owner,22.69,1995,190.0,5,29496032.530914262
Skoda Octavia Style Plus 2.0 TDI AT,2019,2600000,11000,Diesel,Dealer,Automatic,First Owner,19.3,1968,141.0,5,126605233.92954476
Maruti Vitara Brezza ZDi Plus,2016,839000,63000,Diesel,Dealer,Manual,First Owner,24.3,1248,88.5,5,-2147180338.842753
Volkswagen Polo 1.2 MPI Comfortline,2019,635000,2000,Petrol,Dealer,Manual,First Owner,16.2,1199,74.0,5,418200112.01471394
Mahindra Scorpio VLX 2WD AIRBAG BSIV,2014,550000,300000,Diesel,Individual,Manual,Third Owner,12.05,2179,120.0,8,-12048461972.599676
Mahindra Logan Diesel 1.5 DLE,2011,180000,190000,Diesel,Individual,Manual,Third Owner,19.2,1461,65.0,5,-7490702400.849497
Honda City i DTEC E,2015,650000,80000,Diesel,Individual,Manual,First Owner,26.0,1498,98.6,5,-2838964933.9324937
Maruti Alto K10 LXI,2015,265000,54000,Petrol,Individual,Manual,First Owner,23.95,998,67.05,5,-1796371208.3527184
Renault KWID 1.0 RXT Optional,2018,330000,30000,Petrol,Individual,Manual,First Owner,23.01,999,67.0,5,-783506166.02048
Maruti Eeco 7 Seater Standard BSIV,2019,395000,5000,Petrol,Individual,Manual,First Owner,15.37,1196,73.0,7,291062926.0288771
Mahindra TUV 300 T8,2015,700000,58945,Diesel,Individual,Manual,First Owner,18.49,1493,100.0,7,-1950583981.4424505
Ford Figo Diesel Titanium,2012,300000,90000,Diesel,Individual,Manual,First Owner,20.0,1399,68.0,5,-3278105984.44856
Maruti Ertiga VDI,2013,625000,160000,Diesel,Individual,Manual,Third Owner,20.77,1248,88.76,7,-6238281642.876984
Volkswagen Polo GT TDI,2014,425000,80000,Diesel,Individual,Manual,Second Owner,15.11,1598,103.6,5,-2827758624.2202563
Maruti 800 AC BSII,2004,55000,50000,Petrol,Individual,Manual,Third Owner,16.1,796,37.0,4,-1655556437.688861
Mahindra Bolero 2011-2019 Plus AC,2015,459999,156975,Diesel,Individual,Manual,First Owner,15.96,2523,62.1,9,-6001470475.951921
Toyota Corolla Altis 1.4 DGL,2017,1594000,5000,Diesel,Individual,Manual,First Owner,21.43,1364,86.79,5,309358149.55933213
Chevrolet Sail 1.2 LS ABS,2014,300000,50000,Petrol,Individual,Manual,First Owner,18.2,1199,82.4,5,-1604902311.297277
Mahindra Scorpio LX,2013,484999,120000,Diesel,Individual,Manual,First Owner,12.05,2179,120.0,9,-4457589366.753341
Mahindra Xylo E8,2009,161000,120000,Diesel,Individual,Manual,Third Owner,14.0,2498,112.0,8,-4431620176.385507
Hyundai i20 Active 1.2 S,2015,500000,58000,Petrol,Individual,Manual,First Owner,17.19,1197,81.86,5,-1942343199.6707108
Nissan Sunny XV,2012,350000,50000,Petrol,Individual,Manual,First Owner,16.95,1498,97.7,5,-1573802812.1682246
Maruti Ignis 1.2 AMT Alpha BSIV,2017,550000,40000,Petrol,Individual,Automatic,First Owner,20.89,1197,81.8,5,-1183193110.2933526
Honda WR-V i-VTEC VX,2018,850000,7800,Petrol,Individual,Manual,First Owner,17.5,1199,88.7,5,177321508.63313895
Maruti Alto 800 LXI,2016,240000,50000,Petrol,Individual,Manual,First Owner,22.74,796,47.3,5,-1651153947.3771594
Ford Endeavour 2.5L 4X2 MT,2011,950000,68000,Diesel,Individual,Manual,First Owner,13.1,2499,141.0,7,-2230082700.5683937
Maruti Ertiga VXI,2015,423000,60000,Petrol,Individual,Manual,Second Owner,16.02,1373,93.7,7,-2007495392.5298293
Tata Indigo GLS,2005,90000,74000,Petrol,Individual,Manual,Second Owner,12.8,1396,85.0,5,-2599641574.1865826
Tata New Safari DICOR 2.2 VX 4x2 BS IV,2011,350000,58000,Diesel,Individual,Manual,Second Owner,13.93,2179,138.1,7,-1838304231.1791084
Maruti A-Star Vxi,2011,170000,70000,Petrol,Individual,Manual,Third Owner,19.0,998,66.1,5,-2471715478.5706196
Ford Figo Aspire 1.2 Ti-VCT Titanium Plus,2015,450000,70000,Petrol,Individual,Manual,First Owner,18.16,1196,86.8,5,-2447241195.215687
Hyundai i20 Sportz 1.4 CRDi,2016,511000,80000,Diesel,Individual,Manual,First Owner,22.54,1396,88.73,5,-2850453977.567122
Tata Indica V2 eLS,2018,250000,110000,Diesel,Individual,Manual,First Owner,25.0,1396,69.0,5,-4120879946.566152
Maruti Celerio ZXI,2020,420000,25000,Petrol,Individual,Manual,First Owner,21.63,998,67.04,5,-572231966.4010861
Maruti Alto 800 LXI,2014,180000,55000,Petrol,Individual,Manual,First Owner,22.74,796,47.3,5,-1862389682.6643255
Maruti Celerio ZDi,2015,400000,25000,Diesel,Individual,Manual,First Owner,27.62,793,47.0,5,-597789381.5326196
Ford Figo 1.5D Titanium MT,2016,500000,143200,Diesel,Individual,Manual,First Owner,25.83,1498,99.0,5,-5503985417.419025
Jeep Compass 2.0 Longitude Option BSIV,2017,1689999,60000,Diesel,Individual,Manual,First Owner,17.1,1956,170.0,5,-1933208334.0208426
Nissan Micra Diesel XV Premium,2012,204999,120000,Diesel,Individual,Manual,First Owner,23.08,1461,63.1,5,-4539263595.514659
Maruti Ciaz VDi Plus,2014,459999,145000,Diesel,Individual,Manual,Second Owner,26.21,1248,88.5,5,-5605896595.307355
Hyundai Grand i10 1.2 Kappa Sportz Dual Tone,2019,585000,8000,Petrol,Individual,Manual,First Owner,18.9,1197,81.86,5,166899265.4750264
Ford Endeavour 2.5L 4X2 MT,2012,551000,170000,Diesel,Individual,Manual,First Owner,13.1,2499,141.0,7,-6531537396.93347
Maruti Swift Dzire LDI,2013,525000,100000,Diesel,Individual,Manual,First Owner,23.4,1248,74.0,5,-3712025351.774215
Maruti Omni 8 Seater BSIV,2012,160000,62000,Petrol,Individual,Manual,First Owner,14.0,796,35.0,5,-2160586286.608068
Mahindra XUV500 W8 AWD,2014,825000,110000,Diesel,Individual,Manual,First Owner,15.1,2179,140.0,7,-4030321355.4911737
Chevrolet Tavera Neo 3 LS 9 Str BSIII,2015,600000,80000,Diesel,Individual,Manual,Second Owner,13.58,2499,72.4,9,-2754367620.9042587
Maruti Zen Base,2002,65000,80000,Petrol,Individual,Manual,Second Owner,17.3,993,60.0,5,-2897091894.392573
Maruti Swift Dzire VDI,2013,550000,100000,Diesel,Individual,Manual,First Owner,23.4,1248,74.0,5,-3712025351.774215
Mahindra Bolero 2011-2019 Plus - AC BSIII,2015,650000,120000,Diesel,Individual,Manual,First Owner,15.96,2523,63.0,9,-4441879685.244362
Maruti Swift Dzire VDI,2019,750000,24000,Diesel,Individual,Manual,First Owner,28.4,1248,74.02,5,-506192184.1487612
Mahindra KUV 100 mFALCON D75 K8,2017,380000,80000,Diesel,Individual,Manual,First Owner,25.32,1198,77.0,6,-2871784888.758406
Hyundai Verna 1.6 SX CRDi (O),2012,400000,138000,Diesel,Individual,Manual,First Owner,22.32,1582,126.32,5,-5270017763.460038
Maruti Wagon R LXI,2003,50000,147000,Petrol,Individual,Manual,Fourth & Above Owner,18.9,998,67.1,5,-5720234027.650075
Mahindra TUV 300 mHAWK100 T8 Dual Tone,2017,750000,60000,Diesel,Individual,Manual,First Owner,18.49,1493,100.0,7,-1994705417.208609
Chevrolet Spark 1.0 LS,2011,150000,80000,Petrol,Individual,Manual,First Owner,18.0,995,62.0,5,-2894753437.180998
Maruti Alto 800 LXI,2016,245000,50000,Petrol,Individual,Manual,First Owner,22.74,796,47.3,5,-1651153947.3771594
Tata Manza Club Class Quadrajet90 VX,2013,260000,189000,Diesel,Individual,Manual,First Owner,21.02,1248,88.76,5,-7461175128.148844
Volkswagen Vento 1.5 TDI Highline AT,2014,411000,90000,Diesel,Individual,Automatic,Second Owner,21.21,1498,103.2,5,-3259210413.2831225
Hyundai i20 Sportz 1.4 CRDi,2014,450000,56000,Diesel,Individual,Manual,First Owner,21.9,1396,88.76,5,-1838611235.2436416
BMW 3 Series 320d Luxury Line,2012,1300000,140000,Diesel,Individual,Automatic,Second Owner,18.88,1995,184.0,5,-5300749148.450372
Maruti Celerio VXI,2016,351000,60000,Petrol,Individual,Manual,First Owner,23.1,998,67.04,5,-2049153156.0162017
Mahindra XUV500 W8 4WD,2012,550000,130000,Diesel,Individual,Manual,First Owner,15.1,2179,140.0,7,-4874151238.722166
BMW 3 Series 320d Luxury Plus,2013,1300000,140000,Diesel,Individual,Automatic,Second Owner,18.88,1995,184.0,5,-5300563638.797426
Hyundai i20 Sportz 1.4 CRDi,2014,450000,56000,Diesel,Individual,Manual,First Owner,21.9,1396,88.76,5,-1838611235.2436416
BMW 3 Series 320d Luxury Line,2012,1300000,140000,Diesel,Individual,Automatic,Second Owner,18.88,1995,184.0,5,-5300749148.450372
Maruti Celerio VXI,2016,351000,60000,Petrol,Individual,Manual,First Owner,23.1,998,67.04,5,-2049153156.0162017
Mahindra XUV500 W8 4WD,2012,550000,130000,Diesel,Individual,Manual,First Owner,15.1,2179,140.0,7,-4874151238.722166
BMW 3 Series 320d Luxury Plus,2013,1300000,140000,Diesel,Individual,Automatic,Second Owner,18.88,1995,184.0,5,-5300563638.797426
Nissan Terrano XL 85 PS,2015,800000,35000,Diesel,Individual,Manual,First Owner,20.45,1461,83.8,5,-948118248.7765423
Tata New Safari DICOR 2.2 EX 4x2,2011,350000,156000,Diesel,Individual,Manual,First Owner,11.57,2179,138.1,7,-5971050155.32558
Maruti Alto 800 LX,2013,200000,90000,Petrol,Individual,Manual,First Owner,22.74,796,47.3,5,-3338628204.186199
Tata Indigo LS,2008,150000,60000,Diesel,Individual,Manual,Third Owner,17.0,1405,70.0,5,-2012309784.0481477
Nissan Terrano XL 110 PS,2016,800000,36000,Diesel,Individual,Manual,First Owner,19.01,1461,108.5,5,-983224855.4058596
Tata New Safari DICOR 2.2 VX 4x2,2011,350000,160000,Diesel,Individual,Manual,First Owner,13.93,2179,138.0,7,-6139971794.533354
Mahindra Scorpio 2.6 Turbo 9 Str,2006,250000,185000,Diesel,Individual,Manual,First Owner,12.7,2609,116.6,9,-7162030346.335915
Tata Indica Vista Terra 1.4 TDI,2010,170000,110000,Diesel,Individual,Manual,Second Owner,17.0,1405,71.0,5,-4120312351.19276
Renault KWID RXT Optional,2018,395000,10800,Petrol,Individual,Manual,First Owner,25.17,799,53.3,5,4102054.4810315566
Mahindra Bolero 2011-2019 SLE,2012,450000,120000,Diesel,Individual,Manual,First Owner,15.96,2523,62.1,7,-4442539110.575943
Maruti Ignis 1.2 Delta BSIV,2019,500000,15000,Petrol,Individual,Manual,First Owner,20.89,1197,81.8,5,-128498511.08108492
Tata Sumo EX 10/7 Str BSIII,2012,200000,67500,Diesel,Individual,Manual,First Owner,12.2,1948,68.0,10,-2279002434.019249
Tata Hexa XM,2017,1200000,30000,Diesel,Individual,Manual,First Owner,17.6,2179,153.86,7,-652352166.3685354
Mahindra KUV 100 mFALCON D75 K8,2016,400000,50000,Diesel,Individual,Manual,First Owner,25.32,1198,77.0,6,-1606782102.523698
Mahindra TUV 300 T8,2016,650000,100000,Diesel,Individual,Manual,First Owner,18.49,1493,100.0,7,-3681808654.711758
Mahindra Bolero 2011-2019 DI - AC BS III,2016,550000,150000,Diesel,Individual,Manual,First Owner,15.96,2523,63.0,9,-5706882471.47907
Maruti Alto 800 LXI,2012,254999,30000,Petrol,Individual,Manual,First Owner,22.74,796,47.3,5,-808437122.0638385
Maruti Alto LXi,2011,180000,60000,Petrol,Individual,Manual,First Owner,19.7,796,46.3,5,-2073823641.8043804
Mahindra Xylo D2,2010,160000,255000,Diesel,Individual,Manual,Second Owner,13.0,2489,95.0,8,-10130164990.84301
Chevrolet Optra Magnum 2.0 LT BS3,2008,225000,120000,Diesel,Individual,Manual,Second Owner,16.52,1991,123.7,5,-4474689867.524427
Maruti Alto 800 LXI,2015,270000,49900,Petrol,Individual,Manual,Second Owner,22.74,796,47.3,5,-1647122162.7104793
Datsun GO T BSIV,2015,225000,71850,Petrol,Individual,Manual,First Owner,20.63,1198,67.0,5,-2530708050.9056916
Fiat Grande Punto EVO 1.3 Dynamic,2015,300000,95000,Diesel,Individual,Manual,Third Owner,21.2,1248,75.0,5,-3500327263.467862
